"earnings","gender","age","region","education","neast","mwest","south","west","college","female"
5.288461685,"male",22,"Midwest",14,0,1,0,0,0,0
34,"female",40,"Midwest",16,0,1,0,0,1,1
14.24501419,"female",57,"Midwest",18,0,1,0,0,1,1
38.46154022,"male",56,"Midwest",18,0,1,0,0,1,0
17.64705849,"male",40,"Midwest",14,0,1,0,0,0,0
14.42307663,"female",36,"Midwest",12,0,1,0,0,0,1
21.63461494,"female",25,"Midwest",16,0,1,0,0,1,1
11.53846169,"female",25,"Midwest",13,0,1,0,0,0,1
10.68376064,"male",31,"Midwest",13,0,1,0,0,0,0
31.25,"male",61,"Midwest",14,0,1,0,0,0,0
10.57692337,"female",27,"Midwest",14,0,1,0,0,0,1
9.230769157,"male",61,"Midwest",13,0,1,0,0,0,0
17.30769157,"female",54,"Midwest",16,0,1,0,0,1,1
22.11538506,"male",48,"Midwest",12,0,1,0,0,0,0
28.84615326,"female",42,"Midwest",18,0,1,0,0,1,1
38.46154022,"male",44,"Midwest",18,0,1,0,0,1,0
20.29914474,"male",54,"Midwest",14,0,1,0,0,0,0
14.42307663,"male",32,"Midwest",20,0,1,0,0,1,0
13.46153831,"female",47,"Midwest",13,0,1,0,0,0,1
13.94230747,"female",40,"South",13,0,0,1,0,0,1
24.03846169,"male",57,"South",18,0,0,1,0,1,0
6.632653236,"male",57,"South",12,0,0,1,0,0,0
9.615385056,"female",47,"South",12,0,0,1,0,0,1
5,"male",21,"South",12,0,0,1,0,0,0
17.78846169,"male",43,"South",12,0,0,1,0,0,0
8.077884674,"male",49,"South",12,0,0,1,0,0,0
9.79020977,"male",34,"South",13,0,0,1,0,0,0
19.23077011,"female",56,"South",18,0,0,1,0,1,1
7.396449566,"male",21,"South",12,0,0,1,0,0,0
9,"male",29,"South",12,0,0,1,0,0,0
14.42307663,"female",50,"South",11,0,0,1,0,0,1
31.25,"male",36,"South",12,0,0,1,0,0,0
28.84615326,"male",63,"Midwest",18,0,1,0,0,1,0
16.82692337,"female",40,"Midwest",16,0,1,0,0,1,1
4.567307472,"male",58,"Midwest",12,0,1,0,0,0,0
9.615385056,"male",55,"Midwest",12,0,1,0,0,0,0
12.98076916,"male",46,"Midwest",12,0,1,0,0,0,0
38.46154022,"male",42,"Midwest",12,0,1,0,0,0,0
11.05769253,"female",35,"Midwest",12,0,1,0,0,0,1
7.211538315,"male",42,"Midwest",12,0,1,0,0,0,0
9.615385056,"male",46,"Midwest",14,0,1,0,0,0,0
9.615385056,"female",57,"Midwest",16,0,1,0,0,1,1
9.134614944,"female",46,"Midwest",13,0,1,0,0,0,1
10.2564106,"male",27,"Midwest",12,0,1,0,0,0,0
16.5,"female",38,"Midwest",12,0,1,0,0,0,1
11.19999981,"male",46,"Midwest",12,0,1,0,0,0,0
10.625,"male",54,"Midwest",14,0,1,0,0,0,0
16.82692337,"male",57,"South",12,0,0,1,0,0,0
15.625,"male",27,"Midwest",12,0,1,0,0,0,0
17.48251724,"male",58,"Midwest",19,0,1,0,0,1,0
10.09615421,"male",48,"Midwest",12,0,1,0,0,0,0
40.86538315,"male",57,"Midwest",18,0,1,0,0,1,0
20.67307663,"female",27,"Midwest",16,0,1,0,0,1,1
50.48077011,"male",28,"Midwest",20,0,1,0,0,1,0
21.63461494,"female",41,"Midwest",12,0,1,0,0,0,1
27.88461494,"male",40,"Midwest",13,0,1,0,0,0,0
21.63461494,"male",58,"Midwest",12,0,1,0,0,0,0
6.410256386,"female",53,"Midwest",12,0,1,0,0,0,1
30.76922989,"male",38,"Midwest",16,0,1,0,0,1,0
3.036437273,"female",36,"Midwest",16,0,1,0,0,1,1
11.53846169,"male",34,"Midwest",12,0,1,0,0,0,0
18.26922989,"male",49,"Midwest",16,0,1,0,0,1,0
15.86538506,"female",54,"Midwest",14,0,1,0,0,0,1
9.871794701,"male",34,"Midwest",13,0,1,0,0,0,0
20.67307663,"female",31,"Midwest",13,0,1,0,0,0,1
11.82692337,"male",46,"Midwest",12,0,1,0,0,0,0
24.03846169,"male",34,"Midwest",11,0,1,0,0,0,0
17.30769157,"female",62,"Midwest",13,0,1,0,0,0,1
36.05769348,"male",58,"Midwest",13,0,1,0,0,0,0
10.19230747,"male",35,"Midwest",13,0,1,0,0,0,0
42.48658371,"female",34,"Midwest",16,0,1,0,0,1,1
12.25,"male",23,"Midwest",12,0,1,0,0,0,0
8.894230843,"male",21,"Midwest",12,0,1,0,0,0,0
6.730769157,"male",64,"Midwest",13,0,1,0,0,0,0
9.935897827,"male",32,"Midwest",14,0,1,0,0,0,0
20,"female",29,"Midwest",18,0,1,0,0,1,1
12.01923084,"male",44,"Midwest",12,0,1,0,0,0,0
30.76922989,"female",55,"Midwest",16,0,1,0,0,1,1
26.44230843,"female",37,"Midwest",16,0,1,0,0,1,1
16.34615326,"female",38,"Midwest",13,0,1,0,0,0,1
26.92307663,"male",52,"Midwest",18,0,1,0,0,1,0
19.23077011,"female",52,"Midwest",18,0,1,0,0,1,1
11.44230747,"male",51,"West",12,0,0,0,1,0,0
6.807692528,"female",49,"West",12,0,0,0,1,0,1
12.41987133,"male",36,"West",14,0,0,0,1,0,0
6.593406677,"female",49,"West",12,0,0,0,1,0,1
14.42307663,"male",50,"West",12,0,0,0,1,0,0
10.48951054,"male",34,"West",12,0,0,0,1,0,0
13.46153831,"male",60,"West",13,0,0,0,1,0,0
15.38461494,"male",58,"West",16,0,0,0,1,1,0
8.791209221,"female",54,"West",16,0,0,0,1,1,1
37.69230652,"male",46,"West",18,0,0,0,1,1,0
45.67307663,"male",64,"West",16,0,0,0,1,1,0
20.11346245,"male",52,"West",16,0,0,0,1,1,0
14.96105766,"female",53,"West",16,0,0,0,1,1,1
4.615384579,"female",43,"West",13,0,0,0,1,0,1
15,"male",46,"West",13,0,0,0,1,0,0
11.82692337,"female",62,"West",13,0,0,0,1,0,1
21.77068138,"male",47,"West",18,0,0,0,1,1,0
20.19230843,"male",39,"West",12,0,0,0,1,0,0
13.46153831,"female",57,"West",13,0,0,0,1,0,1
11.53846169,"male",50,"West",12,0,0,0,1,0,0
5.769230843,"male",21,"West",12,0,0,0,1,0,0
8.17307663,"female",39,"West",13,0,0,0,1,0,1
19.23077011,"male",37,"West",14,0,0,0,1,0,0
17.30769157,"male",47,"West",13,0,0,0,1,0,0
9.090909004,"female",43,"West",16,0,0,0,1,1,1
16.82692337,"male",46,"West",16,0,0,0,1,1,0
14.18269253,"male",29,"West",12,0,0,0,1,0,0
2.673485994,"female",24,"West",13,0,0,0,1,0,1
7.451922894,"male",57,"West",14,0,0,0,1,0,0
26.92307663,"male",33,"West",12,0,0,0,1,0,0
33.65384674,"male",49,"West",14,0,0,0,1,0,0
15.38461494,"female",44,"West",13,0,0,0,1,0,1
11.40192318,"male",52,"West",13,0,0,0,1,0,0
42.11354065,"female",26,"Midwest",16,0,1,0,0,1,1
17.78846169,"male",29,"Midwest",13,0,1,0,0,0,0
9.199999809,"female",41,"Midwest",14,0,1,0,0,0,1
12.39316273,"male",29,"Midwest",12,0,1,0,0,0,0
23.07692337,"male",46,"Midwest",12,0,1,0,0,0,0
17.30769157,"female",53,"Midwest",18,0,1,0,0,1,1
23.55769157,"male",32,"Midwest",14,0,1,0,0,0,0
9.890110016,"female",30,"Midwest",12,0,1,0,0,0,1
6.730769157,"female",62,"Midwest",12,0,1,0,0,0,1
28.84615326,"male",63,"Midwest",12,0,1,0,0,0,0
9.134614944,"female",40,"Midwest",9,0,1,0,0,0,1
17.40384674,"female",56,"Midwest",14,0,1,0,0,0,1
14.27884579,"male",34,"Midwest",13,0,1,0,0,0,0
15.625,"female",42,"Midwest",14,0,1,0,0,0,1
8.626373291,"female",35,"Midwest",14,0,1,0,0,0,1
16.61538506,"male",34,"Midwest",16,0,1,0,0,1,0
21.63461494,"female",32,"Midwest",13,0,1,0,0,0,1
35,"male",56,"Midwest",16,0,1,0,0,1,0
13.46153831,"female",53,"Midwest",16,0,1,0,0,1,1
34.2442627,"male",57,"Midwest",20,0,1,0,0,1,0
14.42307663,"female",58,"Midwest",16,0,1,0,0,1,1
14.42307663,"female",64,"Midwest",16,0,1,0,0,1,1
9.890110016,"female",63,"Midwest",14,0,1,0,0,0,1
9.615385056,"female",46,"Midwest",16,0,1,0,0,1,1
41.34615326,"male",43,"Midwest",16,0,1,0,0,1,0
20.38461494,"male",41,"Midwest",13,0,1,0,0,0,0
18.75,"female",37,"Midwest",16,0,1,0,0,1,1
27.64422989,"male",53,"Midwest",12,0,1,0,0,0,0
23.07692337,"female",53,"Midwest",16,0,1,0,0,1,1
33.65384674,"male",52,"Midwest",14,0,1,0,0,0,0
6.25,"female",51,"Midwest",14,0,1,0,0,0,1
15.38461494,"male",36,"Midwest",12,0,1,0,0,0,0
20.5128212,"female",33,"Midwest",14,0,1,0,0,0,1
14.42307663,"male",27,"Midwest",13,0,1,0,0,0,0
19.23077011,"male",55,"Midwest",16,0,1,0,0,1,0
7.692307472,"male",51,"Midwest",13,0,1,0,0,0,0
16.82692337,"female",46,"Midwest",12,0,1,0,0,0,1
6.730769157,"female",59,"Midwest",13,0,1,0,0,0,1
20,"male",62,"Midwest",16,0,1,0,0,1,0
15.22435856,"male",46,"Midwest",12,0,1,0,0,0,0
15.38461494,"male",52,"Midwest",14,0,1,0,0,0,0
8.17307663,"male",58,"Midwest",12,0,1,0,0,0,0
11.05769253,"female",43,"Midwest",12,0,1,0,0,0,1
8.17307663,"male",50,"Midwest",13,0,1,0,0,0,0
12.98076916,"male",45,"Midwest",11,0,1,0,0,0,0
11.53846169,"female",40,"Midwest",6,0,1,0,0,0,1
2.5,"male",53,"Midwest",13,0,1,0,0,0,0
8.653845787,"male",38,"Midwest",8,0,1,0,0,0,0
13.46153831,"male",28,"Midwest",12,0,1,0,0,0,0
8.461538315,"male",44,"Midwest",12,0,1,0,0,0,0
8.603239059,"female",44,"Midwest",14,0,1,0,0,0,1
9.615385056,"female",61,"Midwest",14,0,1,0,0,0,1
20.94017029,"male",38,"Midwest",13,0,1,0,0,0,0
19.71153831,"male",51,"Midwest",13,0,1,0,0,0,0
25,"female",47,"Midwest",13,0,1,0,0,0,1
11.53846169,"male",25,"Midwest",16,0,1,0,0,1,0
12.01923084,"female",22,"Midwest",13,0,1,0,0,0,1
19.85577011,"female",38,"Midwest",13,0,1,0,0,0,1
21.63461494,"female",36,"Midwest",16,0,1,0,0,1,1
29.9145298,"male",43,"Midwest",16,0,1,0,0,1,0
19.23077011,"female",46,"Midwest",16,0,1,0,0,1,1
33.76068497,"male",45,"Midwest",16,0,1,0,0,1,0
16.34615326,"female",40,"Midwest",12,0,1,0,0,0,1
16.11888123,"male",38,"Midwest",14,0,1,0,0,0,0
4.263736248,"female",33,"Midwest",13,0,1,0,0,0,1
8.75,"male",38,"Midwest",8,0,1,0,0,0,0
6.25,"female",33,"Midwest",8,0,1,0,0,0,1
16.82692337,"female",52,"Midwest",9,0,1,0,0,0,1
6.730769157,"female",28,"Midwest",13,0,1,0,0,0,1
12.65182209,"female",32,"Midwest",12,0,1,0,0,0,1
26.34615326,"female",30,"South",16,0,0,1,0,1,1
11.32478619,"female",43,"Midwest",12,0,1,0,0,0,1
21.63461494,"male",34,"West",12,0,0,0,1,0,0
19.23077011,"male",52,"West",12,0,0,0,1,0,0
18.26922989,"female",40,"West",12,0,0,0,1,0,1
19.23077011,"male",26,"West",13,0,0,0,1,0,0
14.42307663,"female",25,"West",13,0,0,0,1,0,1
6.550000191,"male",46,"West",13,0,0,0,1,0,0
3.461538553,"female",51,"West",13,0,0,0,1,0,1
15.38461494,"female",52,"West",16,0,0,0,1,1,1
41.20878983,"male",41,"West",13,0,0,0,1,0,0
16.82692337,"male",43,"West",13,0,0,0,1,0,0
21.15384674,"female",37,"West",12,0,0,0,1,0,1
16.34615326,"female",29,"West",13,0,0,0,1,0,1
3.807692289,"male",25,"West",12,0,0,0,1,0,0
21.63461494,"male",60,"West",12,0,0,0,1,0,0
24.03846169,"female",53,"West",13,0,0,0,1,0,1
15.38461494,"male",61,"West",18,0,0,0,1,1,0
24.03846169,"male",45,"West",16,0,0,0,1,1,0
25.96153831,"female",34,"West",14,0,0,0,1,0,1
23.07692337,"male",34,"West",18,0,0,0,1,1,0
29.23077011,"male",41,"Northeast",18,0,0,0,0,1,0
19.23077011,"male",48,"West",13,0,0,0,1,0,0
14.42307663,"female",35,"West",12,0,0,0,1,0,1
16.10577011,"female",52,"West",13,0,0,0,1,0,1
22.11538506,"male",52,"West",13,0,0,0,1,0,0
22.61904716,"male",33,"West",16,0,0,0,1,1,0
35.57692337,"male",60,"Midwest",18,0,1,0,0,1,0
6.25,"female",38,"West",12,0,0,0,1,0,1
8.17307663,"female",49,"West",12,0,0,0,1,0,1
5.625,"male",22,"West",6,0,0,0,1,0,0
7.211538315,"male",47,"West",13,0,0,0,1,0,0
15.18218613,"male",57,"West",13,0,0,0,1,0,0
33.65384674,"male",54,"West",19,0,0,0,1,1,0
26.92307663,"female",49,"West",16,0,0,0,1,1,1
11.34615421,"female",60,"West",13,0,0,0,1,0,1
28.84615326,"male",51,"West",18,0,0,0,1,1,0
6.730769157,"female",31,"West",12,0,0,0,1,0,1
14.02243614,"male",40,"West",13,0,0,0,1,0,0
16.82692337,"female",25,"West",12,0,0,0,1,0,1
22,"female",57,"West",18,0,0,0,1,1,1
36.53845978,"male",53,"West",18,0,0,0,1,1,0
17.64422989,"male",40,"West",12,0,0,0,1,0,0
10.65064144,"female",42,"West",12,0,0,0,1,0,1
12.82051277,"male",26,"West",12,0,0,0,1,0,0
17.30769157,"male",26,"West",11,0,0,0,1,0,0
7.528846264,"female",49,"West",12,0,0,0,1,0,1
11.53846169,"male",32,"West",9,0,0,0,1,0,0
34.61538315,"male",59,"West",16,0,0,0,1,1,0
7.211538315,"male",48,"West",12,0,0,0,1,0,0
17.30769157,"male",53,"West",13,0,0,0,1,0,0
28.36538506,"male",35,"West",13,0,0,0,1,0,0
12.98076916,"male",26,"West",12,0,0,0,1,0,0
40.86538315,"male",36,"West",20,0,0,0,1,1,0
15.03496456,"female",37,"South",12,0,0,1,0,0,1
36.05769348,"female",38,"West",16,0,0,0,1,1,1
12.36263752,"male",37,"West",14,0,0,0,1,0,0
36.05769348,"male",38,"West",12,0,0,0,1,0,0
7.211538315,"female",41,"West",13,0,0,0,1,0,1
11.53846169,"female",33,"West",14,0,0,0,1,0,1
14.42307663,"female",24,"West",13,0,0,0,1,0,1
25.30364418,"male",43,"South",13,0,0,1,0,0,0
21.15384674,"male",46,"West",13,0,0,0,1,0,0
29.02097893,"female",46,"West",16,0,0,0,1,1,1
10.68376064,"male",37,"West",16,0,0,0,1,1,0
21.28205109,"male",33,"West",16,0,0,0,1,1,0
27.36263657,"female",33,"West",16,0,0,0,1,1,1
4.120879173,"female",49,"West",12,0,0,0,1,0,1
3.445512772,"female",34,"West",12,0,0,0,1,0,1
22.69230843,"male",48,"West",16,0,0,0,1,1,0
6.25,"female",42,"West",16,0,0,0,1,1,1
10,"male",52,"West",12,0,0,0,1,0,0
13.46153831,"female",52,"West",14,0,0,0,1,0,1
12.5,"female",27,"West",14,0,0,0,1,0,1
7.355769157,"male",24,"West",11,0,0,0,1,0,0
16.15384674,"male",37,"West",16,0,0,0,1,1,0
14.90384579,"male",49,"West",12,0,0,0,1,0,0
13.5746603,"female",29,"Midwest",18,0,1,0,0,1,1
11.41826916,"male",31,"Midwest",16,0,1,0,0,1,0
49.03845978,"male",34,"West",20,0,0,0,1,1,0
48.07692337,"male",51,"West",16,0,0,0,1,1,0
22.88461494,"male",50,"West",16,0,0,0,1,1,0
27.40384674,"male",34,"West",13,0,0,0,1,0,0
11.68269253,"female",23,"Midwest",14,0,1,0,0,0,1
17.54901886,"male",33,"Midwest",16,0,1,0,0,1,0
25,"female",48,"Midwest",16,0,1,0,0,1,1
23.07692337,"male",45,"Midwest",16,0,1,0,0,1,0
4.615384579,"female",39,"Midwest",13,0,1,0,0,0,1
11.05769253,"female",51,"Midwest",16,0,1,0,0,1,1
19.23077011,"male",34,"Midwest",18,0,1,0,0,1,0
17.30769157,"female",32,"Midwest",14,0,1,0,0,0,1
20.91346169,"female",42,"Midwest",14,0,1,0,0,0,1
16.58653831,"male",42,"Midwest",13,0,1,0,0,0,0
15.70512867,"male",43,"Midwest",12,0,1,0,0,0,0
11.21794891,"female",47,"Midwest",16,0,1,0,0,1,1
11.5,"male",52,"Midwest",14,0,1,0,0,0,0
10.09615421,"female",52,"Midwest",13,0,1,0,0,0,1
30.76922989,"female",42,"Midwest",20,0,1,0,0,1,1
9.615385056,"female",37,"Midwest",14,0,1,0,0,0,1
28.84615326,"female",54,"Midwest",16,0,1,0,0,1,1
15.38461494,"male",30,"Midwest",13,0,1,0,0,0,0
19.23077011,"female",42,"Midwest",16,0,1,0,0,1,1
21.63461494,"male",50,"Midwest",10,0,1,0,0,0,0
19.23077011,"male",62,"Midwest",14,0,1,0,0,0,0
10.57692337,"male",22,"Midwest",14,0,1,0,0,0,0
14.85714245,"male",33,"Midwest",12,0,1,0,0,0,0
13.46153831,"female",32,"Midwest",14,0,1,0,0,0,1
25.38461494,"male",51,"Midwest",18,0,1,0,0,1,0
15.38461494,"female",60,"Midwest",13,0,1,0,0,0,1
17.78846169,"female",46,"South",12,0,0,1,0,0,1
17.78846169,"male",44,"South",12,0,0,1,0,0,0
16.82692337,"female",41,"South",14,0,0,1,0,0,1
23.55769157,"female",43,"South",16,0,0,1,0,1,1
11.09615421,"female",46,"South",12,0,0,1,0,0,1
8.653845787,"female",27,"South",12,0,0,1,0,0,1
8.990385056,"male",27,"South",12,0,0,1,0,0,0
14.375,"female",35,"South",18,0,0,1,0,1,1
42.73504257,"male",46,"South",13,0,0,1,0,0,0
16.02564049,"male",53,"South",12,0,0,1,0,0,0
14.17004013,"female",52,"South",12,0,0,1,0,0,1
26.17628288,"male",42,"South",6,0,0,1,0,0,0
30.76922989,"male",64,"South",13,0,0,1,0,0,0
15.38461494,"female",47,"South",16,0,0,1,0,1,1
38.46154022,"male",46,"South",12,0,0,1,0,0,0
15.86538506,"male",36,"South",13,0,0,1,0,0,0
8.75,"male",28,"West",12,0,0,0,1,0,0
17.30769157,"female",51,"South",16,0,0,1,0,1,1
9.615385056,"male",22,"South",12,0,0,1,0,0,0
30.28846169,"male",55,"South",12,0,0,1,0,0,0
11.61378193,"female",52,"South",12,0,0,1,0,0,1
8.653845787,"female",22,"South",13,0,0,1,0,0,1
26.92307663,"female",39,"South",18,0,0,1,0,1,1
28.84615326,"male",56,"West",16,0,0,0,1,1,0
23.55769157,"male",44,"West",16,0,0,0,1,1,0
28.84615326,"female",42,"West",16,0,0,0,1,1,1
38.46154022,"male",58,"West",16,0,0,0,1,1,0
12.5,"female",57,"West",16,0,0,0,1,1,1
14.42307663,"female",57,"West",16,0,0,0,1,1,1
25,"male",33,"West",13,0,0,0,1,0,0
9.615385056,"female",33,"West",13,0,0,0,1,0,1
13.94278812,"male",54,"West",12,0,0,0,1,0,0
42.54807663,"male",51,"West",18,0,0,0,1,1,0
13.70192337,"female",53,"West",13,0,0,0,1,0,1
22.64957237,"male",37,"West",13,0,0,0,1,0,0
34.61538315,"female",48,"West",16,0,0,0,1,1,1
21.15384674,"male",49,"West",13,0,0,0,1,0,0
13.46153831,"female",40,"West",13,0,0,0,1,0,1
18.26922989,"male",30,"West",13,0,0,0,1,0,0
19.32452011,"male",38,"West",12,0,0,0,1,0,0
12.5,"female",33,"West",16,0,0,0,1,1,1
9.615385056,"male",38,"South",12,0,0,1,0,0,0
32.05128098,"male",38,"West",16,0,0,0,1,1,0
13.46153831,"female",35,"West",13,0,0,0,1,0,1
10.57692337,"male",35,"West",6,0,0,0,1,0,0
10.07326031,"male",43,"West",13,0,0,0,1,0,0
10.57692337,"female",36,"West",12,0,0,0,1,0,1
14.23076916,"female",26,"West",14,0,0,0,1,0,1
9.471154213,"male",27,"West",14,0,0,0,1,0,0
20.67307663,"male",43,"West",14,0,0,0,1,0,0
8.461538315,"female",55,"West",18,0,0,0,1,1,1
5.769230843,"female",27,"Northeast",16,0,0,0,0,1,1
15,"female",54,"West",13,0,0,0,1,0,1
12.98076916,"female",28,"West",12,0,0,0,1,0,1
10.74660587,"male",33,"West",8,0,0,0,1,0,0
26.49572563,"female",47,"West",13,0,0,0,1,0,1
15.33653831,"female",40,"West",13,0,0,0,1,0,1
48.07692337,"male",35,"West",16,0,0,0,1,1,0
26.44230843,"male",48,"West",13,0,0,0,1,0,0
37.88461685,"male",43,"West",16,0,0,0,1,1,0
8.241758347,"female",57,"West",16,0,0,0,1,1,1
31.46853065,"female",52,"West",13,0,0,0,1,0,1
16.53846169,"female",46,"Midwest",12,0,1,0,0,0,1
13.67521381,"male",49,"Midwest",14,0,1,0,0,0,0
12.52499962,"female",48,"Midwest",12,0,1,0,0,0,1
6.938775539,"male",32,"Midwest",14,0,1,0,0,0,0
10,"male",31,"Midwest",14,0,1,0,0,0,0
17.09401703,"male",44,"Midwest",14,0,1,0,0,0,0
3.125,"female",50,"Midwest",12,0,1,0,0,0,1
9.15750885,"male",52,"Midwest",12,0,1,0,0,0,0
38.46154022,"male",50,"Midwest",16,0,1,0,0,1,0
12.01923084,"male",45,"Midwest",18,0,1,0,0,1,0
27.77777863,"male",36,"Midwest",20,0,1,0,0,1,0
5.048077106,"female",40,"Midwest",13,0,1,0,0,0,1
19.23077011,"female",39,"Midwest",16,0,1,0,0,1,1
14.90384579,"male",44,"Midwest",16,0,1,0,0,1,0
13.46153831,"female",32,"Midwest",16,0,1,0,0,1,1
19.23077011,"male",31,"West",12,0,0,0,1,0,0
12.69230747,"female",35,"Midwest",16,0,1,0,0,1,1
14.65201473,"male",40,"Midwest",14,0,1,0,0,0,0
8.17307663,"female",39,"Midwest",12,0,1,0,0,0,1
23.21298027,"male",46,"Midwest",13,0,1,0,0,0,0
17.71255112,"female",38,"Midwest",16,0,1,0,0,1,1
9.134614944,"female",57,"Midwest",13,0,1,0,0,0,1
20.19230843,"female",43,"Midwest",16,0,1,0,0,1,1
34.96503448,"female",46,"Midwest",16,0,1,0,0,1,1
16.53846169,"male",38,"Midwest",14,0,1,0,0,0,0
19.23077011,"female",48,"Midwest",12,0,1,0,0,0,1
22.43589783,"male",56,"Midwest",13,0,1,0,0,0,0
14.9572649,"female",43,"Midwest",13,0,1,0,0,0,1
33.90865326,"male",26,"Midwest",16,0,1,0,0,1,0
42.73504257,"male",49,"Midwest",14,0,1,0,0,0,0
2.307692289,"male",21,"Midwest",13,0,1,0,0,0,0
5.769230843,"male",50,"Midwest",6,0,1,0,0,0,0
7.211538315,"male",56,"Midwest",12,0,1,0,0,0,0
12.5,"male",39,"Midwest",12,0,1,0,0,0,0
15.24038506,"female",41,"Midwest",14,0,1,0,0,0,1
6.576922894,"female",34,"Midwest",14,0,1,0,0,0,1
5.288461685,"male",23,"Midwest",12,0,1,0,0,0,0
20.43269157,"female",54,"Midwest",18,0,1,0,0,1,1
7.65439558,"female",32,"Midwest",12,0,1,0,0,0,1
6.178571224,"male",26,"Midwest",8,0,1,0,0,0,0
17.78846169,"male",43,"Midwest",12,0,1,0,0,0,0
10.98901081,"female",40,"Midwest",18,0,1,0,0,1,1
19.23077011,"female",40,"South",14,0,0,1,0,0,1
7.692307472,"female",55,"South",13,0,0,1,0,0,1
13.98601437,"male",31,"South",13,0,0,1,0,0,0
2.428571463,"female",35,"South",6,0,0,1,0,0,1
15.0427351,"male",53,"South",13,0,0,1,0,0,0
8.17307663,"female",26,"South",8,0,0,1,0,0,1
14.42307663,"male",52,"South",12,0,0,1,0,0,0
13.46153831,"female",30,"Northeast",20,0,0,0,0,1,1
11.53846169,"female",62,"South",12,0,0,1,0,0,1
19.23077011,"female",55,"South",14,0,0,1,0,0,1
7.211538315,"male",28,"South",8,0,0,1,0,0,0
10.09615421,"male",58,"South",6,0,0,1,0,0,0
5.769230843,"female",58,"South",6,0,0,1,0,0,1
13.26530647,"female",24,"South",16,0,0,1,0,1,1
19.35897446,"male",36,"West",16,0,0,0,1,1,0
13.75,"male",32,"South",13,0,0,1,0,0,0
15.86538506,"female",27,"South",13,0,0,1,0,0,1
14.65201473,"male",58,"South",12,0,0,1,0,0,0
5,"male",28,"South",6,0,0,1,0,0,0
13.94230747,"female",46,"South",12,0,0,1,0,0,1
8.461538315,"male",22,"South",10,0,0,1,0,0,0
23.07692337,"male",45,"South",12,0,0,1,0,0,0
11.83431911,"male",57,"South",13,0,0,1,0,0,0
20.34023666,"male",42,"West",16,0,0,0,1,1,0
11.53846169,"male",37,"South",12,0,0,1,0,0,0
9.615385056,"female",32,"South",12,0,0,1,0,0,1
14,"female",23,"Northeast",13,0,0,0,0,0,1
36.53845978,"male",49,"South",14,0,0,1,0,0,0
15.38461494,"male",41,"South",12,0,0,1,0,0,0
11.09467411,"male",43,"South",18,0,0,1,0,1,0
39.91291809,"male",43,"South",16,0,0,1,0,1,0
9.615385056,"male",31,"South",6,0,0,1,0,0,0
9.615385056,"female",51,"South",13,0,0,1,0,0,1
14.42307663,"female",45,"South",18,0,0,1,0,1,1
46.15384674,"male",49,"South",16,0,0,1,0,1,0
19.23077011,"male",48,"South",13,0,0,1,0,0,0
12.88461494,"female",45,"South",12,0,0,1,0,0,1
16.66666603,"female",29,"South",16,0,0,1,0,1,1
17.52136803,"male",33,"South",16,0,0,1,0,1,0
14.42307663,"female",56,"South",13,0,0,1,0,0,1
13.94230747,"male",34,"South",9,0,0,1,0,0,0
9.615385056,"male",28,"South",12,0,0,1,0,0,0
14.42307663,"male",36,"South",14,0,0,1,0,0,0
31.25,"female",41,"South",12,0,0,1,0,0,1
7.211538315,"male",28,"West",12,0,0,0,1,0,0
27.97202873,"male",55,"South",13,0,0,1,0,0,0
30.44871712,"female",57,"South",18,0,0,1,0,1,1
6.75,"male",27,"South",12,0,0,1,0,0,0
9.252539635,"male",37,"South",12,0,0,1,0,0,0
7.211538315,"male",32,"South",13,0,0,1,0,0,0
7.211538315,"female",44,"South",12,0,0,1,0,0,1
5.608974457,"male",21,"South",13,0,0,1,0,0,0
19.23077011,"male",35,"South",16,0,0,1,0,1,0
9.230769157,"male",34,"South",8,0,0,1,0,0,0
25,"male",40,"South",12,0,0,1,0,0,0
12.69230747,"female",40,"Northeast",14,0,0,0,0,0,1
9.175480843,"female",60,"South",12,0,0,1,0,0,1
24.03846169,"male",57,"South",16,0,0,1,0,1,0
22.35577011,"male",59,"South",13,0,0,1,0,0,0
9.134614944,"female",58,"South",13,0,0,1,0,0,1
16.82692337,"male",50,"South",14,0,0,1,0,0,0
13.46153831,"male",43,"South",18,0,0,1,0,1,0
23.80952454,"male",44,"South",14,0,0,1,0,0,0
19.23077011,"male",42,"South",16,0,0,1,0,1,0
10.76923084,"male",29,"South",12,0,0,1,0,0,0
23.07692337,"male",36,"Northeast",12,0,0,0,0,0,0
15.38461494,"female",55,"South",18,0,0,1,0,1,1
30.76922989,"female",51,"South",18,0,0,1,0,1,1
13.94230747,"male",35,"South",12,0,0,1,0,0,0
10.33653831,"female",34,"South",12,0,0,1,0,0,1
6.538461685,"female",50,"South",18,0,0,1,0,1,1
15.38461494,"male",39,"South",12,0,0,1,0,0,0
36.05769348,"male",42,"South",13,0,0,1,0,0,0
7.692307472,"male",25,"South",12,0,0,1,0,0,0
21.92307663,"female",34,"South",12,0,0,1,0,0,1
8.17307663,"female",53,"South",9,0,0,1,0,0,1
16.82692337,"male",40,"South",9,0,0,1,0,0,0
13.46153831,"male",26,"South",12,0,0,1,0,0,0
6.25,"male",52,"South",11,0,0,1,0,0,0
16.02564049,"male",56,"South",18,0,0,1,0,1,0
20.97902107,"male",42,"South",18,0,0,1,0,1,0
6.730769157,"female",59,"West",12,0,0,0,1,0,1
